,0,1,2
81961,1176,1680,0
81964,356,1410,1
81965,1042,1639,0
81966,1066,1517,0
81967,1102,1610,0
81968,171,580,0
81969,1044,1674,0
81972,188,636,0
81973,1117,1561,0
81974,187,548,0
81975,1033,1694,0
81976,106,583,0
81977,1114,1564,0
81978,100,590,0
81979,720,1522,1
81980,1005,1656,0
81982,1002,1608,0
81985,22,638,0
81986,800,1772,1
81987,1064,1530,0
81990,95,575,0
81991,177,686,0
81992,186,512,0
81993,1097,1584,0
81994,456,1606,1
81995,169,681,0
81997,1148,1536,0
81998,1087,1503,0
81999,682,1786,1
82001,1168,1591,0
82002,304,1554,1
82004,1003,1613,0
82005,122,581,0
82006,8,608,0
82007,406,1572,1
82008,76,637,0
82009,15,630,0
82011,47,562,0
82012,46,694,0
82013,153,609,0
82015,120,642,0
82017,318,1564,1
82018,716,1642,1
82019,69,654,0
82020,187,567,0
82021,1,529,0
82023,762,1520,1
82024,1131,1561,0
82025,1099,1700,0
82026,1108,1609,0
82028,1125,1615,0
82030,1100,1641,0
82031,1112,1557,0
82032,16,647,0
82033,776,1560,1
82035,1019,1660,0
82038,1091,1685,0
82039,30,655,0
82040,100,533,0
82041,1199,1619,0
82042,348,1582,1
82043,183,589,0
82045,71,590,0
82046,1007,1651,0
82048,406,1586,1
82049,135,644,0
82050,1158,1689,0
82051,183,555,0
82052,800,1996,1
82054,80,504,0
82055,708,1680,1
82057,48,547,0
82059,1036,1503,0
82061,192,667,0
82062,318,1560,1
82063,145,651,0
82064,760,1810,1
82068,444,1510,1
82069,1063,1555,0
82070,1007,1578,0
82072,1141,1525,0
82073,1077,1638,0
82074,1058,1671,0
82077,356,1404,1
82079,786,1986,1
82081,1018,1613,0
82082,118,548,0
82083,714,1700,1
82084,106,596,0
82085,370,1610,1
82086,1050,1599,0
82087,30,508,0
82088,1177,1700,0
82090,346,1642,1
82091,193,593,0
82095,396,1688,1
82096,118,612,0
82097,1172,1667,0
82098,106,550,0
82099,1125,1561,0
82101,1163,1559,0
82102,1134,1559,0
82103,122,692,0
82104,1104,1513,0
82107,121,686,0
82108,1117,1691,0
82110,107,595,0
82111,708,1418,1
82113,8,567,0
82116,1110,1684,0
82117,1008,1580,0
82118,43,592,0
82119,1145,1633,0
82120,1051,1608,0
82123,1138,1500,0
82125,92,522,0
82127,1077,1581,0
82128,113,653,0
82130,63,662,0
82131,7,647,0
82132,778,1846,1
82134,98,607,0
82136,1054,1667,0
82140,372,1664,1
82141,87,694,0
82142,318,1574,1
82143,1014,1530,0
82144,93,618,0
82145,74,601,0
82146,99,535,0
82147,1006,1614,0
82149,186,680,0
82152,1015,1602,0
82153,458,1664,1
82154,302,1590,1
82155,11,551,0
82156,93,613,0
82159,1050,1517,0
82160,1015,1515,0
82162,1142,1502,0
82163,736,1566,1
82164,20,639,0
82166,1020,1678,0
82167,1099,1553,0
82169,1185,1523,0
82171,1051,1652,0
82172,332,1708,1
82174,1100,1553,0
82175,702,1500,1
82177,1185,1623,0
82179,1036,1572,0
82181,1172,1588,0
82182,89,546,0
82183,610,1908,1
82184,1036,1570,0
82185,436,1810,1
82187,1165,1639,0
82189,1068,1561,0
82190,1117,1562,0
82191,15,561,0
82192,472,1804,1
82193,1156,1524,0
82195,1193,1582,0
82197,82,569,0
82198,1133,1684,0
82200,1130,1535,0
82201,1196,1511,0
82202,99,636,0
82203,722,1602,1
82205,29,666,0
82206,1173,1698,0
82207,360,1702,1
82208,90,597,0
82209,125,516,0
82211,1006,1606,0
82213,742,1564,1
82214,1067,1643,0
82215,177,684,0
82216,508,1730,1
82218,1156,1527,0
82219,152,578,0
82220,752,1544,1
82224,1004,1522,0
82225,198,670,0
82228,141,592,0
82230,181,572,0
82231,610,1784,1
82232,404,1968,1
82234,462,1694,1
82236,302,1646,1
82237,712,1570,1
82238,47,505,0
82240,532,1526,1
82242,1122,1574,0
82243,196,683,0
82244,176,700,0
82245,152,584,0
82246,682,1948,1
82247,93,564,0
82250,1128,1622,0
82251,94,509,0
82252,494,1564,1
82253,396,1524,1
82255,1111,1648,0
82256,1133,1541,0
82257,1182,1606,0
82258,110,527,0
82261,2,638,0
82263,1083,1673,0
82264,424,1684,1
82265,173,645,0
82267,1110,1541,0
82269,63,659,0
82274,318,1802,1
82275,1168,1606,0
82276,85,651,0
82277,104,549,0
82280,178,596,0
82281,128,519,0
82282,414,1692,1
82283,63,609,0
82284,1021,1683,0
82285,1099,1672,0
82286,1101,1645,0
82287,1137,1689,0
82288,11,688,0
82289,1138,1546,0
82290,180,588,0
82292,162,587,0
82293,171,574,0
82294,792,1698,1
82295,96,504,0
82296,368,1708,1
82301,1160,1603,0
82302,1059,1687,0
82303,1191,1608,0
82304,1175,1691,0
82305,158,593,0
82307,1086,1697,0
82309,1023,1684,0
82312,1016,1599,0
82314,1071,1575,0
82315,414,1440,1
82316,1106,1579,0
82317,19,623,0
82318,430,1636,1
82319,1193,1623,0
82320,47,552,0
82321,31,513,0
82323,682,1834,1
82325,1173,1611,0
82327,122,608,0
82328,2,581,0
82330,482,1538,1
82331,64,601,0
82334,1068,1573,0
82335,1003,1573,0
82336,121,599,0
82337,5,547,0
82338,1,522,0
82339,458,1408,1
82343,1153,1542,0
82344,1005,1655,0
82345,1018,1504,0
82347,72,692,0
82349,64,618,0
82351,754,1556,1
82352,404,1612,1
82353,195,521,0
82354,1134,1557,0
82356,1103,1530,0
82357,430,1708,1
82359,488,1844,1
82361,532,1982,1
82362,1194,1591,0
82363,49,668,0
82364,484,1626,1
82365,59,518,0
82366,177,641,0
82367,1006,1569,0
82368,1075,1603,0
82369,129,567,0
82372,790,1612,1
82373,17,691,0
82374,33,674,0
82376,102,521,0
82378,1200,1512,0
82379,24,527,0
82381,788,1662,1
82382,1127,1614,0
82383,1025,1543,0
82385,1082,1579,0
82386,192,601,0
82387,134,656,0
82389,308,1438,1
82390,1042,1668,0
82394,46,689,0
82395,1097,1582,0
82397,420,1580,1
82398,1093,1687,0
82400,1110,1546,0
82401,159,651,0
82404,428,1508,1
82406,458,1892,1
82407,1046,1517,0
82408,398,1584,1
82409,1017,1684,0
82410,1168,1684,0
82411,3,543,0
82412,532,1752,1
82414,722,1724,1
82415,1134,1659,0
82416,125,602,0
82417,402,1800,1
82418,1130,1512,0
82419,788,1614,1
82420,1113,1561,0
82422,800,1894,1
82423,1027,1649,0
82424,406,1648,1
82426,196,653,0
82427,1176,1649,0
82428,1031,1599,0
82430,1104,1643,0
82431,374,1922,1
82432,152,543,0
82434,356,1688,1
82435,1093,1632,0
82436,1007,1519,0
82437,1015,1530,0
82440,1055,1610,0
82441,1028,1509,0
82442,142,579,0
82444,1114,1522,0
82445,734,1592,1
82446,10,587,0
82448,1081,1585,0
82449,125,621,0
82450,1019,1544,0
82452,1177,1500,0
82454,127,519,0
82456,1176,1643,0
82457,1187,1666,0
82458,83,612,0
82460,1081,1593,0
82461,740,1640,1
82462,1041,1506,0
82463,11,548,0
82464,1107,1510,0
82465,1041,1645,0
82467,1035,1630,0
82470,1179,1561,0
82471,27,652,0
82472,1057,1502,0
82473,742,1516,1
82475,23,652,0
82476,1114,1592,0
82478,97,601,0
82479,60,516,0
82480,192,507,0
82482,368,1532,1
82483,1159,1680,0
82484,380,1802,1
82486,1028,1516,0
82487,776,1690,1
82489,1161,1588,0
82492,764,1572,1
82493,1144,1568,0
82494,1193,1693,0
82495,30,565,0
82496,430,1534,1
82500,3,639,0
82505,1120,1591,0
82508,1021,1520,0
82510,1136,1620,0
82511,53,567,0
82513,1021,1514,0
82516,1190,1513,0
82518,1150,1539,0
82520,1011,1680,0
82522,62,546,0
82525,1179,1654,0
82528,1107,1644,0
82530,118,546,0
82531,414,1768,1
82532,1167,1698,0
82534,130,665,0
82535,1134,1698,0
82536,1084,1625,0
82537,302,1600,1
82538,96,600,0
82540,786,1586,1
82543,9,661,0
82544,141,553,0
82546,1021,1583,0
82547,1079,1686,0
82549,368,1570,1
82550,754,1644,1
82551,1182,1648,0
82552,1146,1637,0
82553,532,1840,1
82554,1101,1681,0
82557,101,505,0
82559,758,1648,1
82561,126,655,0
82563,1039,1560,0
82564,169,552,0
82566,194,539,0
82567,330,1528,1
82568,786,1514,1
82570,1132,1574,0
82574,12,613,0
82575,1018,1569,0
82576,137,556,0
82577,1105,1624,0
82578,39,506,0
82583,6,698,0
82587,390,1438,1
82589,98,573,0
82590,488,1614,1
82592,1076,1516,0
82593,1005,1693,0
82595,142,566,0
82596,1102,1559,0
82599,42,567,0
82600,1092,1523,0
82601,1130,1553,0
82602,420,1982,1
82605,762,1598,1
82607,25,532,0
82608,167,598,0
82609,173,559,0
82610,75,539,0
82611,1062,1569,0
82612,134,637,0
82613,356,1716,1
82614,472,1898,1
82617,1095,1563,0
82620,1033,1556,0
82621,42,603,0
82623,91,652,0
82624,368,1578,1
82625,1107,1697,0
82626,532,1700,1
82627,114,680,0
82628,84,550,0
82629,1048,1529,0
82631,103,579,0
82633,1164,1514,0
82635,120,536,0
82637,332,1696,1
82639,56,522,0
82641,10,500,0
82644,61,616,0
82645,1103,1522,0
82648,113,697,0
82649,157,547,0
82651,470,1412,1
82655,1090,1509,0
82658,384,1674,1
82659,101,540,0
82661,13,517,0
82662,1079,1564,0
82663,756,1610,1
82665,1084,1610,0
82666,456,1668,1
82668,1139,1511,0
82669,740,1874,1
82671,1132,1659,0
82672,718,1986,1
82673,42,634,0
82674,450,1574,1
82675,185,678,0
82676,135,666,0
82679,432,1588,1
82680,1192,1693,0
82682,154,624,0
82684,34,641,0
82685,720,1598,1
82689,1022,1537,0
82690,1063,1679,0
82691,1055,1527,0
82692,135,512,0
82698,304,1864,1
82700,1056,1682,0
82702,772,1702,1
82703,356,1794,1
82704,48,655,0
82706,1082,1527,0
82707,1057,1668,0
82708,55,516,0
82709,1155,1622,0
82711,728,1724,1
82713,36,519,0
82714,156,641,0
82715,1195,1553,0
82717,86,599,0
82718,1160,1662,0
82720,103,604,0
82721,1199,1694,0
82722,786,1652,1
82723,1015,1581,0
82724,126,500,0
82725,1017,1525,0
82726,1019,1598,0
82728,1180,1606,0
82730,1032,1661,0
82731,1199,1637,0
82735,145,548,0
82737,43,582,0
82738,1150,1646,0
82739,41,672,0
82740,618,1574,1
82743,1035,1661,0
82744,1061,1503,0
82746,1200,1561,0
82747,1043,1693,0
82748,134,574,0
82751,758,1688,1
82752,1095,1646,0
82753,1158,1678,0
82754,1063,1580,0
82755,183,599,0
82757,140,565,0
82758,67,624,0
82759,458,1782,1
82762,163,602,0
82763,376,1632,1
82765,102,693,0
82766,120,567,0
82767,109,545,0
82768,182,516,0
82769,154,698,0
82770,184,618,0
82772,618,1814,1
82773,167,637,0
82774,148,602,0
82775,404,1486,1
82777,1099,1648,0
82778,1130,1554,0
82780,1067,1596,0
82781,187,542,0
82782,1095,1508,0
82783,22,629,0
82784,154,616,0
82785,1082,1634,0
82786,1188,1538,0
82788,1084,1598,0
82789,1156,1562,0
82791,386,1634,1
82792,314,1618,1
82794,125,533,0
82796,370,1676,1
82797,1068,1543,0
82798,108,573,0
82804,85,555,0
82806,133,539,0
82807,138,558,0
82808,1079,1584,0
82809,446,1640,1
82811,1176,1666,0
82812,1059,1515,0
82813,344,1620,1
82814,1078,1618,0
82815,65,626,0
82816,199,529,0
82817,195,513,0
82818,1061,1543,0
82819,155,586,0
82820,167,625,0
82821,1077,1628,0
82823,324,1692,1
82825,140,515,0
82826,44,571,0
82828,1055,1530,0
82830,195,535,0
82831,472,1986,1
82832,94,609,0
82833,1062,1549,0
82834,1056,1531,0
82835,137,606,0
82837,174,576,0
82838,186,532,0
82840,412,1610,1
82841,714,1570,1
82842,26,604,0
82843,79,599,0
82844,392,1968,1
82845,1027,1655,0
82847,81,690,0
82848,180,664,0
82849,1133,1517,0
82850,1095,1551,0
82851,148,649,0
82852,5,524,0
82853,21,678,0
82855,1025,1686,0
82856,166,558,0
82857,12,553,0
82858,430,1626,1
82859,62,582,0
82863,394,1600,1
82868,1007,1684,0
82870,516,1820,1
82871,27,690,0
82872,43,520,0
82877,454,1578,1
82879,129,577,0
82880,72,656,0
82883,1089,1555,0
82885,154,603,0
82886,47,608,0
82889,1016,1591,0
82891,1071,1686,0
82892,1131,1562,0
82893,1142,1668,0
82895,1125,1572,0
82896,55,555,0
82898,1149,1655,0
82899,402,1570,1
82900,418,1668,1
82901,147,671,0
82902,1194,1504,0
82903,85,655,0
82905,62,540,0
82906,126,667,0
82907,1195,1673,0
82908,1101,1600,0
82910,488,1782,1
82911,1190,1524,0
82912,191,607,0
82913,163,542,0
82915,1029,1659,0
82916,1147,1537,0
82917,1084,1623,0
82918,43,594,0
82919,163,558,0
82920,183,605,0
82922,1189,1523,0
82923,1093,1548,0
82924,1079,1656,0
82925,750,1692,1
82927,16,625,0
82928,610,1796,1
82931,728,1874,1
82932,1048,1683,0
82933,776,1658,1
82935,124,679,0
82936,24,675,0
82937,49,673,0
82938,79,653,0
82939,146,642,0
82940,414,1842,1
82942,1016,1649,0
82943,142,500,0
82945,1176,1670,0
82946,1125,1538,0
82947,1019,1564,0
82949,1096,1514,0
82951,196,618,0
82952,788,1522,1
82953,1144,1523,0
82955,1013,1695,0
82956,770,1602,1
82958,90,543,0
82960,1199,1691,0
82961,167,585,0
82962,1094,1560,0
82963,1102,1621,0
82966,440,1646,1
82967,99,561,0
82969,436,1570,1
82970,67,676,0
82972,1058,1600,0
82973,1117,1506,0
82974,612,1762,1
82975,1160,1654,0
82976,109,532,0
82977,45,639,0
82979,734,1644,1
82980,1055,1557,0
82982,131,695,0
82983,432,1524,1
82984,194,676,0
82989,1009,1635,0
82990,1018,1694,0
82991,1134,1615,0
82992,1151,1537,0
82993,59,575,0
82994,306,1604,1
82995,13,620,0
82996,386,1738,1
82998,682,1722,1
82999,1071,1530,0
83000,24,593,0
83001,175,625,0
83002,1128,1692,0
83003,1082,1544,0
83005,189,630,0
83006,1180,1638,0
83011,1150,1673,0
83012,1092,1502,0
83013,1008,1582,0
83014,1096,1505,0
83016,372,1874,1
83017,408,1570,1
83018,1077,1588,0
83019,179,545,0
83020,1058,1690,0
83021,708,1526,1
83022,129,591,0
83023,129,519,0
83025,79,503,0
83026,1160,1667,0
83028,1038,1668,0
83029,1021,1537,0
83030,1106,1664,0
83031,81,501,0
83032,1055,1627,0
83034,1002,1695,0
83035,444,1986,1
83036,610,1666,1
83037,116,530,0
83038,772,1568,1
83040,1044,1506,0
83042,1146,1618,0
83044,1090,1655,0
83045,350,1774,1
83046,1166,1546,0
83047,776,1760,1
83049,1110,1510,0
83051,28,514,0
83054,166,677,0
83057,141,579,0
83058,484,1728,1
83060,34,674,0
83061,66,687,0
83062,1070,1626,0
83063,424,1644,1
83064,147,574,0
83065,105,571,0
83067,1091,1537,0
83069,1021,1550,0
83070,1157,1584,0
83071,316,1540,1
83072,47,671,0
83074,1055,1598,0
83075,35,532,0
83076,704,1556,1
83077,143,531,0
83078,1148,1672,0
83079,796,1590,1
83080,800,1752,1
83083,1136,1660,0
83085,356,1884,1
83087,704,1612,1
83089,73,539,0
83090,1021,1557,0
83092,18,614,0
83093,189,535,0
83094,162,541,0
83095,29,594,0
83096,1087,1529,0
83098,1186,1588,0
83099,26,592,0
83100,48,650,0
83101,404,1646,1
83102,98,639,0
83103,1096,1604,0
83104,177,659,0
83106,486,1628,1
83110,468,1534,1
83111,98,525,0
83112,1148,1605,0
83113,1199,1629,0
83115,46,646,0
83116,100,643,0
83118,1146,1620,0
83119,166,572,0
83121,1174,1508,0
83123,160,511,0
83124,1072,1553,0
83125,95,523,0
83126,129,658,0
83127,752,1510,1
83129,128,514,0
83131,1106,1676,0
83132,1046,1682,0
83134,115,669,0
83137,1109,1601,0
83141,200,503,0
83143,1103,1671,0
83144,148,512,0
83145,318,1752,1
83147,122,698,0
83148,1180,1590,0
83149,15,513,0
83150,1102,1505,0
83151,83,642,0
83156,1049,1538,0
83157,83,654,0
83159,137,643,0
83161,70,663,0
83163,1025,1690,0
83164,123,573,0
83166,89,572,0
83167,72,512,0
83168,12,630,0
83170,458,1780,1
83171,1017,1595,0
83172,151,533,0
83173,1081,1629,0
83176,1042,1504,0
83178,116,678,0
83181,1181,1588,0
83182,160,661,0
83184,1172,1623,0
83187,1137,1675,0
83188,102,595,0
83189,1051,1603,0
83191,1099,1581,0
83193,774,1440,1
83195,124,662,0
83196,65,502,0
83197,105,510,0
83198,123,569,0
83199,143,684,0
83200,460,1616,1
83204,1108,1694,0
83205,1129,1601,0
83206,1151,1586,0
83207,1168,1575,0
83208,450,1672,1
83209,42,608,0
83210,101,682,0
83211,1164,1647,0
83212,172,664,0
83217,1191,1594,0
83219,165,506,0
83220,79,566,0
83221,1174,1629,0
83222,1130,1518,0
83223,1119,1559,0
83224,1094,1569,0
83225,1163,1545,0
83226,69,536,0
83227,149,523,0
83228,1108,1580,0
83230,1043,1512,0
83232,37,618,0
83233,128,503,0
83234,94,513,0
83237,3,601,0
83241,121,622,0
83242,1127,1591,0
83243,46,695,0
83244,1048,1580,0
83245,766,1642,1
83247,1060,1653,0
83248,1146,1574,0
83250,1038,1694,0
83252,120,598,0
83254,141,629,0
83255,33,684,0
83256,324,1864,1
83258,94,555,0
83259,484,1816,1
83261,1047,1654,0
83264,1130,1620,0
83266,434,1626,1
83267,1097,1528,0
83269,326,1566,1
83270,1103,1567,0
83271,1003,1657,0
83273,1085,1621,0
83274,91,571,0
83275,33,607,0
83276,1109,1590,0
83277,84,625,0
83278,310,1846,1
83279,18,566,0
83280,165,670,0
83281,43,573,0
83286,362,1538,1
83291,94,668,0
83293,129,611,0
83294,1160,1647,0
83295,508,1742,1
83296,84,556,0
83298,52,580,0
83299,1178,1681,0
83300,1049,1516,0
83303,710,1978,1
83304,1094,1518,0
83306,1156,1580,0
83307,1045,1601,0
83308,330,1574,1
83309,350,1520,1
83310,75,644,0
83311,121,692,0
83316,16,627,0
83318,786,1610,1
83319,1075,1670,0
83320,1181,1662,0
83323,1172,1682,0
83325,198,675,0
83326,780,1686,1
83327,1135,1561,0
83328,103,569,0
83329,195,514,0
83330,776,1450,1
83332,1090,1623,0
83333,736,1554,1
83334,1164,1591,0
83335,1116,1537,0
83336,778,1420,1
83337,1161,1611,0
83338,452,1832,1
83340,1178,1603,0
83341,2,609,0
83342,1044,1522,0
83343,1149,1521,0
83348,1198,1687,0
83349,1144,1506,0
83351,57,500,0
83352,152,573,0
83354,9,522,0
83355,1140,1655,0
83356,1160,1586,0
83359,1134,1617,0
83360,1100,1687,0
83361,1132,1691,0
83363,508,1902,1
83365,136,590,0
83366,442,1596,1
83367,109,639,0
83371,1114,1617,0
83375,408,1630,1
83376,1076,1573,0
83377,516,1574,1
83381,1134,1526,0
83385,78,652,0
83387,191,632,0
83388,25,500,0
83389,49,675,0
83392,119,688,0
83394,1152,1622,0
83395,1199,1580,0
83398,1090,1649,0
83399,38,605,0
83400,69,656,0
83401,342,1628,1
83402,51,608,0
83407,1005,1595,0
83408,1093,1518,0
83409,61,548,0
83411,6,554,0
83413,784,1634,1
83415,1137,1586,0
83416,1147,1613,0
83418,1140,1506,0
83419,1011,1567,0
83420,62,668,0
83421,346,1620,1
83422,1173,1618,0
83423,420,1980,1
83424,190,653,0
83427,134,509,0
83428,386,1572,1
83430,164,523,0
83433,105,665,0
83435,1118,1654,0
83436,1080,1602,0
83438,1062,1641,0
83440,1110,1530,0
83441,152,619,0
83442,121,543,0
83445,113,531,0
83446,462,1682,1
83448,180,697,0
83449,1180,1575,0
83450,414,1798,1
83452,1030,1644,0
83454,1125,1652,0
83455,1081,1522,0
83456,618,1896,1
83457,1162,1578,0
83458,78,588,0
83459,728,1544,1
83460,344,1684,1
83462,113,699,0
83464,114,575,0
83465,1152,1563,0
83467,1106,1684,0
83468,59,535,0
83469,1119,1524,0
83470,1024,1660,0
83472,1153,1686,0
83473,188,504,0
83474,96,594,0
83475,44,519,0
83476,374,1756,1
83477,800,1712,1
83478,132,524,0
83479,318,1472,1
83480,420,1612,1
83481,150,684,0
83482,1200,1559,0
83483,127,559,0
83486,1071,1506,0
83487,44,587,0
83490,476,1874,1
83491,130,625,0
83495,1041,1618,0
83496,158,588,0
83497,66,688,0
83498,176,625,0
83499,508,1670,1
83500,85,663,0
83501,132,637,0
83502,55,672,0
83503,366,1652,1
83505,772,1810,1
83506,1087,1685,0
83507,133,579,0
83510,1140,1686,0
83511,199,682,0
83514,1120,1504,0
83516,790,1506,1
83518,1157,1545,0
83519,46,540,0
83520,1191,1679,0
83521,11,544,0
83523,314,1680,1
83524,1167,1673,0
83525,181,598,0
83527,756,1606,1
83530,1108,1535,0
83531,4,579,0
83534,380,1594,1
83535,304,1572,1
83536,51,529,0
83537,53,512,0
83539,48,697,0
83541,1125,1689,0
83542,406,1678,1
83543,29,655,0
83544,115,612,0
83546,1157,1508,0
83547,44,536,0
83550,8,502,0
83552,117,635,0
83553,318,1928,1
83556,197,584,0
83558,1010,1639,0
83559,494,1592,1
83560,1027,1656,0
83561,1066,1601,0
83562,1079,1565,0
83563,42,542,0
83564,1147,1672,0
83565,170,586,0
83567,1016,1685,0
83568,1054,1700,0
83569,1064,1677,0
83570,16,664,0
83572,4,569,0
83573,130,699,0
83574,175,662,0
83575,69,574,0
83576,1143,1506,0
83578,712,1520,1
83579,84,621,0
83580,1101,1641,0
83581,356,1554,1
83582,180,538,0
83583,109,687,0
83584,790,1644,1
83585,450,1692,1
83586,1060,1550,0
83587,1083,1547,0
83588,1134,1583,0
83589,798,1554,1
83592,62,681,0
83593,1184,1544,0
83594,52,700,0
83595,159,557,0
83596,132,686,0
83597,126,644,0
83598,149,624,0
83602,1141,1578,0
83604,185,562,0
83606,402,1890,1
83609,1063,1558,0
83611,334,1670,1
83612,129,599,0
83615,192,528,0
83616,1014,1673,0
83617,780,1562,1
83618,312,1586,1
83619,450,1804,1
83620,1072,1538,0
83624,460,1604,1
83625,40,588,0
83626,436,1626,1
83627,1143,1524,0
83629,120,605,0
83630,1044,1651,0
83632,125,559,0
83633,1065,1566,0
83634,1102,1572,0
83635,428,1656,1
83636,448,1572,1
83637,176,560,0
83639,1004,1540,0
83640,1152,1517,0
83644,400,1552,1
83645,1004,1667,0
83648,484,1466,1
83650,117,572,0
83651,45,503,0
83655,1187,1551,0
83656,1037,1684,0
83658,1118,1604,0
83659,63,656,0
83660,48,647,0
83661,434,1574,1
83662,156,554,0
83664,342,1500,1
83665,1017,1554,0
83666,1029,1561,0
83669,452,1618,1
83675,1118,1599,0
83676,136,500,0
83677,316,1480,1
83678,796,1640,1
83681,376,1686,1
83684,1150,1573,0
83685,1006,1560,0
83686,448,1630,1
83687,468,1552,1
83688,750,1548,1
83691,442,1602,1
83692,1016,1623,0
83693,310,1502,1
83694,1001,1508,0
83696,1140,1652,0
83698,330,1674,1
83704,1194,1515,0
83705,59,592,0
83707,1008,1687,0
83708,1099,1586,0
83711,1200,1505,0
83714,1137,1559,0
83715,51,675,0
83717,1009,1559,0
83718,1144,1641,0
83719,48,685,0
83720,177,552,0
83721,776,1570,1
83724,62,678,0
83725,532,1494,1
83728,195,518,0
83729,618,1450,1
83730,1163,1679,0
83731,752,1460,1
83732,1104,1630,0
83734,114,514,0
83735,187,683,0
83736,706,1676,1
83738,36,622,0
83739,334,1532,1
83741,102,629,0
83742,1171,1567,0
83743,138,626,0
83744,1138,1510,0
83745,85,697,0
83746,194,571,0
83747,442,1550,1
83748,390,1510,1
83749,181,664,0
83750,1170,1524,0
83752,45,501,0
83753,58,582,0
83754,140,519,0
83755,172,577,0
83758,196,568,0
83759,52,533,0
83760,111,665,0
83761,1112,1626,0
83763,362,1618,1
83764,762,1648,1
83765,68,572,0
83766,1084,1595,0
83769,338,1930,1
83770,145,637,0
83771,198,567,0
83772,1005,1652,0
83773,1069,1515,0
83775,84,643,0
83777,1091,1538,0
83780,1115,1667,0
83782,1135,1541,0
83783,1183,1644,0
83784,169,557,0
83785,480,1822,1
83786,1036,1642,0
83787,1176,1511,0
83788,1107,1648,0
83789,328,1700,1
83790,1170,1662,0
83791,44,683,0
83792,75,590,0
83794,76,523,0
83795,1095,1616,0
83796,122,506,0
83802,154,510,0
83803,470,1880,1
83804,1189,1590,0
83805,1136,1562,0
83808,1183,1692,0
83809,420,1766,1
83810,1002,1601,0
83811,1032,1557,0
83812,1091,1592,0
83813,1182,1630,0
83815,141,511,0
83816,13,631,0
83817,95,674,0
83818,171,679,0
83819,1065,1630,0
83820,16,624,0
83821,82,521,0
83822,60,694,0
83823,1116,1649,0
83824,66,595,0
83826,21,520,0
83833,1142,1508,0
83835,150,680,0
83836,104,544,0
83839,1002,1583,0
83840,1044,1566,0
83842,1045,1682,0
83843,29,550,0
83844,89,632,0
83846,1128,1572,0
83847,38,513,0
83848,1009,1596,0
83850,175,526,0
83851,1165,1539,0
83854,81,637,0
83855,111,548,0
83856,682,1854,1
83857,1092,1579,0
83859,23,525,0
83860,162,642,0
83861,1052,1567,0
83865,1139,1700,0
83866,1128,1560,0
83867,124,558,0
83868,1008,1547,0
83869,117,632,0
83870,1195,1533,0
83872,123,624,0
83873,340,1550,1
83874,1096,1615,0
83875,420,1722,1
83877,1185,1689,0
83878,1040,1619,0
83879,728,1508,1
83881,101,585,0
83883,1063,1687,0
83885,1059,1591,0
83886,194,637,0
83887,1089,1602,0
83888,1179,1666,0
83889,368,1528,1
83890,179,547,0
83891,1061,1533,0
83892,73,608,0
83893,682,1794,1
83894,1049,1592,0
83895,1197,1644,0
83896,181,501,0
83897,1002,1627,0
83898,1007,1502,0
83899,168,667,0
83904,105,691,0
83905,780,1544,1
83906,1127,1576,0
83907,154,533,0
83908,1152,1594,0
83909,142,600,0
83910,704,1860,1
83911,73,585,0
83912,196,678,0
83913,1198,1598,0
83916,776,1908,1
83918,1187,1503,0
83919,76,672,0
83922,1058,1525,0
83924,174,608,0
83925,125,639,0
83926,149,651,0
83927,532,1876,1
83928,484,1600,1
83929,1072,1559,0
83930,358,1546,1
83931,1145,1589,0
83932,132,649,0
83934,1195,1605,0
83937,1018,1596,0
83938,1022,1684,0
83939,476,1568,1
83940,1161,1567,0
83941,1019,1666,0
83942,1145,1661,0
83943,1102,1515,0
83944,105,602,0
83946,1110,1506,0
83947,440,1602,1
83948,1122,1675,0
83950,1087,1572,0
83951,438,1692,1
83952,796,1686,1
83953,1136,1640,0
83954,760,1708,1
83956,117,660,0
83958,173,581,0
83959,708,1722,1
83961,46,665,0
83963,76,605,0
83964,108,662,0
83966,95,559,0
83968,1158,1693,0
83974,18,645,0
83977,374,1400,1
83979,1127,1538,0
83981,382,1562,1
83983,38,689,0
83985,1025,1699,0
83986,1058,1523,0
83988,1033,1673,0
83989,1035,1572,0
83992,1053,1576,0
83995,1070,1694,0
83996,96,654,0
83998,188,633,0
83999,26,640,0
84000,1089,1679,0
84002,1035,1667,0
84004,1051,1519,0
84005,1151,1552,0
84006,1178,1602,0
84007,302,1566,1
84008,1102,1583,0
84009,1063,1560,0
84011,48,681,0
84012,138,692,0
84013,1196,1531,0
84014,78,674,0
84015,138,594,0
84016,118,578,0
84017,580,1994,1
84018,1109,1579,0
84019,1113,1568,0
84020,756,1644,1
84022,380,1806,1
84024,468,1622,1
84025,746,1622,1
84026,1033,1581,0
84029,182,613,0
84031,338,1578,1
84032,414,1574,1
84033,108,557,0
84034,372,1830,1
84035,1010,1534,0
84036,1009,1637,0
84038,1075,1585,0
84042,142,569,0
84044,1164,1575,0
84045,400,1680,1
84047,39,624,0
84050,1002,1590,0
84052,30,520,0
84055,1132,1672,0
84056,28,606,0
84058,1021,1549,0
84059,764,1620,1
84061,452,1622,1
84063,318,1542,1
84064,1199,1597,0
84065,1145,1659,0
84067,193,556,0
84068,1115,1566,0
84069,158,657,0
