,ID,text,clean_text
1129,354,"To ensure all these , a housewife should take concrete decision to make a balance between the demands and resources of the family .",ensure housewife concrete decision balance demand resource family
1130,137,"By Termination : Any citizen of India in the event of securing the citizenship of another country , his citizenship of India will be cancelled legally without expecting his application form for registration .",termination citizen india event securing citizenship country his citizenship india cancelled legally expecting his application form registration
1131,933,"Management of the Firm : After the establishment of the firm , the organizer performs the essential organizational functions such as he coordinates the work of different sections , appoints the workers to the suitable places according to their fitness , ensures the operation of machines etc .",management firm establishment firm organizer performs essential organizational function he coordinate work section appoints worker suitable place fitness ensures operation machine
1132,237,From ancient time men have known that there are mines under the deep earth ' s crust .,ancient time men mine deep earth crust
1133,1379,"Fishing , rolling beedies , processing of cashewnuts and agriculture are the major occupations of people .",fishing rolling beedies processing cashewnuts agriculture major occupation people
1134,724,"Ask your friend B, who is in front of you to move a feet aside from his place. What happens? Did you see his image in the mirror? If not, why?",friend foot his place his image mirror
1135,1805,"Over the last two hundred years workers all over the world have fought to get these rights recognized, even though they may not be implemented in all places. In most countries the governments have agreed that these are basic needs of workers and made laws that ensure workers these rights.",year worker fought right recognized implemented place country government agreed basic worker law ensure worker right
1136,1887,"If you had to choose between a DAV school, Gurukul School and a government run school, which one would you prefer to go to and why?",choose dav school gurukul school government school prefer
1137,1464,"Soft wood is used in making paper , pulp , cardboard and news print .",soft wood making paper pulp cardboard news print
1138,901,b) a woman soldier.,woman soldier
1139,435,It means only one female is literate in comparison to two males .,female literate comparison male
1140,52,So women have to wait long to fetch water or they walk upto km to collect fresh water.,woman wait long fetch water walk upto collect fresh water
1141,1439,"Rs , from the trader at a very high interest rate to buy seeds, fertilisers, pesticides for cultivation. At that time, the local trader made Swapna agree to another condition. He made her promise to sell all her cotton to him.",trader high rate buy seed fertiliser pesticide cultivation time local trader swapna agree condition he her promise sell her cotton him
1142,1658,Atoms are extremely small in size and are expressed in terms of - m ( A ) .,atom extremely small size expressed term
1143,852,There was no fixed place for him .,fixed place him
1144,39,Therefore men are searching for new sources of energy .,men searching source energy
1145,1688,"diatomic: a diatomic molecule consists of two atoms; H, N, O, F, Cl, Br, and I are all examples of elements that consist of diatomic molecules",diatomic diatomic molecule consists atom example element consist diatomic molecule
1146,1042,"Following branches come out from dorsal aorta : Coeliaco - mesenteric artery : From very near to the origin of the dorsal aorta , a branched artery comes out and after proceeding to some distance it becomes divided into two portions .",branch dorsal aorta coeliaco mesenteric artery origin dorsal aorta branched artery proceeding distance divided portion
1147,253,He goes there for water but does not get any .,he water
1148,348,Man cannot live without water .,man live water
1149,466,He should try to reach the foot of the defender .,he reach foot defender
1150,358,Where does she have the most kinetic energy? [ mark],she kinetic energy mark
1151,1971,At the free end of each renal tubule there is a closed cup - like part called the Bowman ' s capsule .,free renal tubule closed cup called bowman capsule
1152,24,"Men build big palatial buildings for living ; they use radio , TV , computer , VCR etc . in increasing number .",men build big palatial building living radio computer vcr increasing number
1153,391,"If the chaser in the th box gives a kho to the chaser in the th box , the dodger runs towards the pole and stabilizes himself .",chaser box kho chaser box dodger run pole stabilizes himself
1154,776,Ask the student who represents the earth to spin himself and revolve around the chair along the elliptical path .,student represents earth spin himself revolve chair elliptical path
1155,364,"In all , under such circumstance , the mother has to be patient and spend more time for the child and remain close to it .",circumstance mother patient spend time child remain close
1156,1233,( ) Control the body and always lean slightly towards the centre line .,control body lean centre
1157,616,Large cattle farms called ranches are looked after by sturdy men called cowboys (Fig. .).,large cattle farm called ranch looked sturdy men called cowboy fig
1158,1124,Write about the post of ce that you have visited .,write post visited
1159,346,"If all these are done , we can rightly say that a home manager has been performing her social responsibilities well .",rightly manager performing her social responsibility
1160,888,Make a list of the birthdays of great men of the nation and learn about them .,list birthday great men nation learn
1161,984,He must realise the differences among the families and he must respect it to get along with others .,he realise difference family he respect
1162,495,Men from many areas wear shirt and dhuti - punjabi .,men area wear shirt dhuti punjabi
1163,1707,"To get a comprehensive idea of the aquatic ecology , the study of a pond is appropriate .",comprehensive idea aquatic ecology study pond
1164,1982,Drawing a graph of the temperature gradient in the troposphere,drawing graph temperature gradient troposphere
1165,37,Have you observed your mother any time in the kitchen keeping cut potatoes or brinjals in cold water?,observed mother time kitchen keeping cut potato brinjal cold water
1166,1327,The paintings of Ajanta rock cut caves are world famous .,painting ajanta rock cut cave famous
1167,1540,Now let us compare the onion and the cheek cells.,compare onion cheek cell
1168,110,There is a reward for every work done by a man .,reward work man
1169,386,d Any citizen can approach the courts if her rights are violated,citizen approach court her right violated
1170,23,"Iodine can exist as one of three oxides (; ; ). A chemist has produced one of these oxides and wishes to know which one they have. If he started with of iodine and formed of the oxide, which oxide has he produced?",iodine exist oxide chemist produced oxide wish he started iodine formed oxide oxide he produced
1171,1842,Conductors can be made of different materials. Do different materials have different resistances?,conductor material material resistance
1172,1582,The pictures of persons doing different occupations are given here .,picture person occupation
1173,32,We ought to take pledge for extension of education for both male and female .,pledge extension education male female
1174,692,"But if one uses her creativity a little bit , one can prepare doormats .",her creativity bit prepare doormat
1175,299,He sacrificed everything for the freedom of his motherland .,he sacrificed freedom his motherland
1176,640,"Again , he spends his earned money to buy essential goods to satisfy his wants by the consumption of those goods .",he spends his earned money buy essential good satisfy his consumption good
1177,257,Men can travel from one place to another easily .,men travel place easily
1178,1435,Fig. . Night Sky You might have noticed moon and hundreds of twinkling stars in the night sky .,fig night sky noticed moon hundred twinkling star night sky
1179,748,"These are some extracts from the last speech of Salvador Allende (pronounced Ayen-they). He was then the President of Chile, a country in South America. The speech was given on the morning of September , the day his government was overthrown by the military. Allende was the founder leader of the Socialist Party of Chile and led the Popular Unity coalition to victory in the presidential election in . After being elected the President, Allende had taken several policy decisions to help the poor and the workers. These included reform of the educational system, free milk for children and redistribution of land to the landless farmers. He was opposed to foreign companies taking away natural resources like copper from the country. The landlords, the rich and the Church opposed his policies. Some other political parties in Chile also opposed his government.",extract speech salvador allende pronounced ayenthey he president chile country south america speech morning september day his government overthrown military allende founder leader socialist party chile led popular unity coalition victory presidential election elected president allende policy decision poor worker included reform educational free milk child redistribution land landless farmer he opposed foreign company natural resource copper country landlord rich church opposed his policy political party chile opposed his government
1180,1853,"Again , there are machines which work to increase motion and distance .",machine work increase motion distance
1181,896,Compare the difference seen in male and female human beings and animals.,compare difference male female human being animal
1182,1079,Prepare a note on KSFE in your region after visiting it .,prepare note ksfe region visiting
1183,1178,The government of India banned Salman Rushdie s book Satanic Verses on the ground that it was disrespectful to Prophet Mohammed and was likely to hurt the feelings of Muslim community.,government india banned salman rushdie book satanic verse ground disrespectful prophet mohammed hurt feeling muslim community
1184,1701,Often after rains we find umbrella like structures growing from the ground. Such plants are called saprophytes. They grow on dead/decaying matter.,rain umbrella structure growing ground plant called saprophyte grow deaddecaying matter
1185,403,c) calls up the police station asking them not to register a complaint that is likely to be filed against his relative.,call police station register complaint filed his relative
1186,1410,"On the other hand , the environment will also remain clean .",hand environment remain clean
1187,26,The account holder can close his account if he wishes .,account holder close his account he wish
1188,1093,. What happens when two animals having similar habits share one ecosystem? AS ),animal habit share ecosystem
1189,1566,Hydrostatic - Allows animal to be very flexible moves easily; not restricted in terms of possible movements.,hydrostatic animal flexible move easily restricted term movement
1190,617,Sense of smell in a dog The sense of smell in a dog is one lakh times greater than that of man .,sense smell dog sense smell dog lakh time greater man
1191,1223,How did these changes affect the life of weavers and other artisans?,affect life weaver artisan
1192,1158,By such process now telephonic conversation and television programme are taking place .,process telephonic conversation television programme place
1193,956,"Peasants, artisans, workers and new businessmen enjoyed a new-found freedom.",peasant artisan worker businessmen enjoyed newfound freedom
1194,1561,) ) ) ) A pair of kidneys is situated on either side of the backbone .,pair kidney situated backbone
1195,434,The seller gets money from the buyer when he sells the commodity .,seller money buyer he sell commodity
1196,553,c. Children in your class refuse to share their food with a particular person because they think she is dirty.,child class refuse share food person she dirty
1197,1143,Harvesting is the cutting of the mature crop manually or by machines.,harvesting cutting mature crop manually machine
1198,9,"According to Nimcock , a social scientist , on the whole a family is an organisation formed by husband and wife .",nimcock social scientist family organisation formed husband wife
1199,1055,Can you identify the pressure groups functioning in the news clippings given here? What demand are they making?,identify pressure group functioning news clipping demand making
1200,498,His smile and words become attractive to others .,his smile attractive
1201,836,Prime Minister is the head of the government and actually exercises all governmental powers. He takes most of the decisions in the Cabinet meetings.,prime minister head government exercise governmental power he take decision cabinet meeting
1202,318,"As an exercise for military men this bold and graceful sport is likely to give increased dexterity in the use of the lance or sabre, or other cavalry weapons, as well as a firmer seat in the saddle, and a faculty of quickly turning to the right hand or to the left, which must be effective in the melee of battle.",exercise military men bold graceful sport increased dexterity lance sabre cavalry weapon firmer seat saddle faculty turning hand left effective melee battle
1203,1015,"Trunk : The middle part consisting of the vertebral column , and the ribs and their cartilage ' the thorax .",trunk middle consisting vertebral column rib cartilage thorax
1204,417,Eventfully he rolls on his shoulders and hip region .,eventfully he roll his shoulder hip region
1205,1301,So that it now permeates every aspect of modern society .,permeates aspect modern society
1206,1023,It's a special day today! Everyone's rushing to get to the Gram Sabha! Do you know why? Because the Gram Sabha is holding its first meeting after the election of the new Gram Panchayat.,special day today everyones rushing gram sabha gram sabha holding meeting election gram panchayat
1207,407,She should wear bright and dark colours .,she wear bright dark colour
1208,1991,"-I've heard about the Municipal Corporation. They've put up signs around the city to inform people about malaria,- said Mala.",ive heard municipal corporation theyve sign city inform people malaria mala
1209,590,Informal training means the training that an employee gains while doing his duty .,informal training training employee gain his duty
1210,199,It saves money and at the same time delights her leisure hours .,save money time delight her leisure hour
1211,1623,Glycolipids Carbohydrate chains attached to phospholipids on the outside surface of the membrane. Act as recognition sites for specific chemicals and are important in cell-to-cell attachment to form tissues.,glycolipids carbohydrate chain attached phospholipid surface membrane recognition site specific chemical celltocell attachment form tissue
1212,729,So there would be no man and animal to live on earth .,man animal live earth
1213,1160,Discuss it and note the inferences in the Science diary .,discus note inference science diary
1214,190,b) threatens to send his security staff to rough up his neighbour;,threatens send his security staff rough his neighbour
1215,108,Towards Man Hope you have understood that complex organisms are formed from simpler organisms .,man hope understood complex organism formed simpler organism
1216,999,Towards her eastern and western sides the earth does not have any specific boundary which can be taken as the end or border .,her eastern western side earth specific boundary border
1217,88,"Well ahead of the festival , people clean their houses and throughout Pongal Rangoli days , women decorate their houses with colourful .",ahead festival people clean house pongal rangoli day woman decorate house colourful
1218,1219,Use the Table for your friends and work out how tall they are likely to be. Find out who is likely to be the tallest and who might be the shortest in your class.,table friend work tall tallest shortest class
1219,886,This mentality makes man aloof .,mentality man aloof
1220,448,"Women were fond of the games like kari , guti , kanamachi and bagbandhi .",woman fond game kari guti kanamachi bagbandhi
1221,1652,"The major water bodies of the world are the Pacific ocean , the Atlantic ocean , the Indian ocean and the Arctic ocean .",major water body pacific ocean atlantic ocean indian ocean arctic ocean
1222,1821,When it rains the water level in the bottle rises. Measure the height of water with the help of a scale and you will get the rainfall in Centimetres for your area during the period you had kept the in the open.,rain water level bottle rise measure height water scale rainfall centimetre area period open
1223,1227,This view is known as the Panspermia concept .,view panspermia concept
1224,426,"Anyone who has not submitted his accounts, and those of his relatives, cannot contest the elections.",submitted his account his relative contest election
1225,244,"His father was Karama Chanda Gandhi , mother was Puthalibai .",his father karama chanda gandhi mother puthalibai
1226,633,He must possess all the qualifications necessary to become a Member of Lok Sabha .,he posse qualification member lok sabha
1227,1165,The painting by Raju is the outcome of such an experience .,painting raju outcome experience
1228,441,"Though a husband and a wife have the closest relation , sometimes they contradict each other .",husband wife closest relation contradict
1229,1935,A concave lens in front of the rays of light.,concave lens ray light
1230,1451,Solid form of Corbondioxide is called Dry Ice.,solid form corbondioxide called dry ice
1231,1964,The peace and stability of the country are affected .,peace stability country
1232,1118,"Mead, Margaret. , . (edition) Growing Up In Samoa.",mead margaret edition growing samoa
1233,1840,What were the causes for Battle of Plassey ?,battle plassey
1234,786,"( see picture- ) Crouch : The participant standing in ' T ' shape should bend his body close to left palm and right knee , folding left leg , bend right leg slightly forward .",picture crouch participant standing shape bend his body close left palm knee folding left leg bend leg forward
1235,1947,"The Sun's energy is captured and used by plants to produce carbohydrates, which the plant uses and stores. Plants form the basis of food chains.",sun energy captured plant produce carbohydrate plant store plant form basis food chain
1236,699,The fusion of male and female gametes is called fertilisation.,fusion male female gamete called fertilisation
1237,422,) Pole turn using distal method : In this method the chaser sitting in the box next to the pole as soon as he gets a kho opposite leg towards the pole and he jumps from that foot and grips the pole with both the hands and places the other foot behind the pole in the free zone and turns in the other direction .,pole turn distal method method chaser sitting box pole he kho opposite leg pole he jump foot grip pole hand place foot pole free zone turn direction
1238,931,"Interestingly , even if a person does not know how to swim , he would not drown in this sea .",interestingly person swim he drown sea
1239,176,c ) Escaping when the chaser rushes to the pole : In this skill the dodger pushes the pole strongly and changes direction in order to escape from the chaser rushing towards him .,escaping chaser rush pole skill dodger push pole direction order escape chaser rushing him
1240,1232,Invention of wheel made their transport easier .,wheel transport easier
1241,525,"Meet a doctor of your locality and ask him about the different types of diseases, caused by different micro organisms. Note them down and discuss with your friends.",meet doctor locality him type disease caused micro organism note discus friend
1242,102,"Types of pole dive : - a. Pole dive after taking two steps ( Distal Method ) : - The active chaser who takes kho in the eighth square , for pole dive takes the leg opposite to the direction of travel , placed first towards the pole , the second step is taken in the free zone , simultaneously the chaser takes support of the pole with right thigh and hooking the elbow of left hand around the pole and leans across the centre line , simultaneously he swings the free arm parallel to the ground .",type pole dive pole dive step distal method active chaser take kho eighth square pole dive take leg opposite direction travel pole step free zone simultaneously chaser take support pole thigh hooking elbow left hand pole lean centre simultaneously he swing free arm parallel ground
1243,1921,Some are fixed to our ribs and make the ribcage move in and out .,fixed rib ribcage
1244,1368,Saturn : It is the sixth planet from the Sun and the second largest planet in the solar system after Jupiter .,saturn sixth planet sun largest planet solar jupiter
1245,1089,e c n a t s D i e c n a t s D i e c n a t s D i e c n a t s D i Time ( a ) Time ( b ) Time ( c ) Time ( d ) ( a ) and ( d ) represent variable speed .,time time time time represent variable speed
1246,1992,"Mulberry , soyabean , cotton , tobacco , flax and jinseng are produced as cash crops .",mulberry soyabean cotton tobacco flax jinseng produced cash crop
1247,470,"In our daily lives , when accidents take place , before the injured person can reach the doctor , he should be given immediate relief .",daily life accident place injured person reach doctor he relief
1248,1532,"aCtivity . i do I observe the pictures given below and fill up the blanks using the right words , based on the sounds produced .",activity observe picture blank based sound produced
1249,246,Her responsibility does not end only by distributing the work .,her responsibility distributing work
1250,1781,Take a wide plastic bottle. Remove the bottom. Get a Y-shaped glass or plastic tube. Make a hole in the lid so that the tube may pass through it. To the forked end of the tube fix two deflated balloons. Introduce the tube into the bottle as shown in Fig. .. Now cap the bottle. Seal it to make it airtight. To the open base of the bottle tie a thin rubber or plastic sheet using a large rubber band.,wide plastic bottle remove yshaped glass plastic tube hole lid tube pas forked tube deflated balloon introduce tube bottle fig cap bottle seal airtight open base bottle tie rubber plastic sheet large rubber band
1251,1352,The Chinese tradition of writing began with pictures and got transformed into an ideographic script .,chinese tradition writing began picture transformed ideographic script
1252,1179,A solution which contains comparatively less quantity of solute is called a dilute solution .,solution comparatively quantity solute called dilute solution
1253,863,stamp post cover parcel speed post Write a letter to your friend inviting him to attend your village fair .,stamp post cover parcel speed post write letter friend inviting him attend village fair
1254,353,Ask one of your friends to hold a mirror in his hand.,friend hold mirror his hand
1255,115,"Let us observe how your mother cooks, you also can observe how a cycle mechanic repairs a cycle, try to observe how farmer ploughs his field.",observe mother cook observe cycle mechanic repair cycle observe farmer plough his field
1256,38,"For example, nerve cell in both in man and elephant are long and branched.",nerve cell man elephant long branched
1257,1925,Groups of living things and their environment make up an ecosystem.,group living thing environment ecosystem
1258,872,The peasants had to but obey whatever the lord and his manager commanded .,peasant obey lord his manager commanded
1259,1123,"Water pollution is caused by organic and inorganic industrial wastes and affluents discharged into rivers. The main culprits in this regard are paper, pulp, chemical, textile and dyeing, petroleum refineries, tanneries and electroplating industries that let out dyes, detergents, acids, salts and heavy metals like lead and mercury pesticides, fertilisers, synthetic chemicals with carbon, plastics and rubber, etc. into the water bodies. Fly ash, phospo- gypsum and iron and steel slags are the major solid wastes in India.",water pollution caused organic inorganic industrial waste affluent discharged river main culprit regard paper pulp chemical textile dyeing petroleum refinery tannery electroplating industry dye detergent acid salt heavy metal lead mercury pesticide fertiliser synthetic chemical carbon plastic rubber water body fly ash phospo gypsum iron steel slag major solid waste india
1260,42,They dreamt of a society where each one did his work according to his ability and the fruits of his labour consumed collectively by all through cooperative societies .,dreamt society his work his ability fruit his labour consumed collectively cooperative society
1261,428,"We need to give more power to the panchayats to realise the dream of Mahatma Gandhi and the hopes of the makers of our Constitution. Panchayati Raj establishes true democracy. It restores power to the only place where power belongs in a democracy in the hands of the people. Giving power to Panchayats is also a way to reduce corruption and increase administrative efficiency. When people participate in the planning and implementation of developmental schemes, they would naturally exercise greater control over these schemes. This would eliminate the corrupt middlemen. Thus, Panchayati Raj will strengthen the foundations of our democracy.",power panchayat realise dream mahatma gandhi hope maker constitution panchayati raj establishes true democracy restores power place power belongs democracy hand people power panchayat reduce corruption increase administrative efficiency people participate planning implementation developmental scheme naturally exercise greater control scheme eliminate corrupt middleman panchayati raj strengthen foundation democracy
1262,1366,"Antarctica is bound by the Indian Ocean in the east , Pacific Ocean in the west and Atlantic Ocean in the northwest .",antarctica bound indian ocean east pacific ocean west atlantic ocean northwest
1263,418,. The law should be the expression of the general will; all female and male citizens should have a say either personally or by their representatives in its formulation; it should be the same for all. All female and male citizens are equally entitled to all honours and public employment according to their abilities and without any other distinction than that of their talents.,law expression general female male citizen personally representative formulation female male citizen equally entitled honour public employment ability distinction talent
1264,412,Mehtakalu ( Kaaluchanda ) and Thruptha were his parents .,mehtakalu kaaluchanda thruptha his parent
1265,630,He can see himself in the mirror and can learn from others about his / her physical appearance - how he looks like ?,he himself mirror learn his her physical appearance he
1266,1266,Husk or bran water is also used or a cleansing material .,husk bran water cleansing material
1267,1915,(a) the batsman did not hit the ball hard enough.,batsman hit ball hard
1268,1831,The govt . of the country has taken various steps to make the population human resources development .,govt country step population human resource development
1269,679,"If he answers iron , he is befooled .",he answer iron he befooled
1270,950,It was this search that led man to the concept of vaccine .,search led man concept vaccine
1271,1361,Additional calcium in the diet is required during pregnancy and lactation .,additional calcium diet required pregnancy lactation
1272,72,"Businessmen and small-scale producers of goods, in particular, began to realise that uniform laws, standardised weights and measures, and a common national currency would facilitate the movement and exchange of goods and capital from one region to another.",businessmen smallscale producer good began realise uniform law standardised weight measure common national currency facilitate movement exchange good capital region
1273,427,Man ' s voice can reach up to a limited distance .,man voice reach limited distance
1274,1031,This means that the political system of tribes continued even during the time of Atharva Veda .,political tribe continued time atharva veda
1275,1438,"You have learnt earlier that the cell membrane gives shape to the cell. In addition to the cell membrane, there is an outer thick layer in cells of plants called cell wall. This additional layer surrounding the cell membrane is required by plants for protection. Plant cells need protection against variations in temperature, high wind speed, atmospheric moisture etc. They are exposed to these variations because they cannot move. Cells can be observed in the leaf peel of Tradescantia, Elodea or Rhoeo. You can prepare a slide as in the case of onion.",learnt earlier cell membrane shape cell addition cell membrane outer thick layer cell plant called cell wall additional layer surrounding cell membrane required plant protection plant cell protection variation temperature high wind speed atmospheric moisture exposed variation cell observed leaf peel tradescantia elodea rhoeo prepare slide case onion
1276,66,The only food that man eats produced by the insects is honey .,food man eats produced insect honey
1277,1549,This wonderful emblem which instills a feeling of patrio - tism is mounted on a beautiful lotus flower which faces downwards .,wonderful emblem instills feeling patrio tism mounted beautiful lotus flower face
1278,302,The responsibility of man in maintaining balance of an environment : Starting from the producer up to the highest consumer there is a proportion of number of different tropical level in the ecosystem .,responsibility man maintaining balance environment starting producer highest consumer proportion number tropical level ecosystem
1279,1614,He stayed in an island named Lesbos for five years continuously and made research on animals .,he stayed island named lesbos year continuously animal
1280,957,Gangamma: She is a water goddess who protects fishermen who go out into the sea.,gangamma she water goddess protects fisherman sea
1281,666,Honey has probably been associated with man since very early days.,honey man early day
1282,280,"To an important degree, a person s age influences what he needs, buys, does and his capacity to perform.",degree person age influence he buy his capacity perform
1283,1706,In the Syrian coast it rains in winter but the interior is without rain and remains dry .,syrian coast rain winter interior rain remains dry
1284,1766,"Eye , ear , nose and tongue are the sensory organs present in head region .",eye ear nose tongue sensory organ head region
1285,646,I heard my mother and my aunt talking about my cousin who is going to have a baby. They were discussing whether she would give birth to a boy or a girl. I wonder what makes the fertilised egg develop either into a boy or a girl!,heard mother aunt talking cousin baby discussing she birth boy girl fertilised egg develop boy girl
1286,247,It is a process that demands a lot of men and material resourses .,process demand lot men material resourses
1287,805,". The goal of all political associations is the preservation of the natural rights of woman and man: These rights are liberty, property, security, and above all resistance to oppression.",goal political association preservation natural right woman man right liberty property security resistance oppression
1288,1665,Do you think this practice is appropriate? How do farmers benefit from this process?,practice farmer benefit process
1289,18,"He survives his limitations because of his developed intelligence , does nt he ?",he survives his limitation his developed intelligence he
1290,586,Now you have a fair understanding of the great men who have contributed to the branch of evolutionary science .,fair understanding great men contributed branch evolutionary science
1291,94,"A mountain climber who is climbing a mountain in the Drakensberg during winter, by mistake drops her water bottle which then slides down the side of a steep icy slope to a point which is m lower than the climber's position. The mass of the climber is and her water bottle has a mass of .",mountain climber climbing mountain drakensberg winter mistake drop her water bottle slide steep icy slope point lower climber position mass climber her water bottle mass
1292,365,"He dreams about being handsome , strong intelligent , having achievement in any field , expects everybody to identify and respect him etc. , If such wishes arise in students , they guide them to reach their goal .",he dream handsome strong intelligent achievement field expects identify respect him wish student guide reach goal
1293,1727,Milk or whipped curd is to be mixed .,milk whipped curd mixed
1294,562,To save non - infected persons : The germs of tuberculosis may be present in a normal man .,save infected person germ tuberculosis normal man
1295,1345,"Political mobilisation on religious lines is another frequent form of communalism. This involves the use of sacred symbols, religious leaders, emotional appeal and plain fear in order to bring the followers of one religion together in the political arena. In electoral politics this often involves special appeal to the interests or emotions of voters of one religion in preference to others.",political mobilisation religious line frequent form communalism involves sacred symbol religious leader emotional appeal plain fear order bring follower religion political arena electoral politics involves special appeal interest emotion voter religion preference
1296,681,Patient should be vomited either by inserting his own nger into his mouth or by consuming lukewarm salt water .,patient vomited inserting his nger his mouth consuming lukewarm salt water
1297,461,To communicate with others man used various methods .,communicate man method
1298,923,"The man who is regarded as low by the brahmin,even the scavenger",man regarded low brahmineven scavenger
1299,629,Make a list of the food that you have eaten from different parts of India. Make a list of the languages besides your mother tongue that you can speak at least one or two words of.,list food eaten part india list language mother tongue speak
1300,1715,"Fig. The Storming of Seringapatam, painted by Rober Kerr Porter (panorama in oil, )",fig storming seringapatam painted rober kerr porter panorama oil
1301,103,. In Activity your teacher suggested not to harm other plants when you collect plants for observations. Why did she suggest so?,activity teacher suggested harm plant collect plant observation she
1302,1122,To use a dichotomous key to identify arthropods.,dichotomous key identify arthropod
1303,812,(a) why she dips the thermometer in a liquid before use.,she dip thermometer liquid
1304,60,The runner should keep his head and neck in line with his trunk .,runner his head neck his trunk
1305,1404,More than 12 hours of photoperiods delayed flowering .,hour photoperiods delayed flowering
1306,1977,"The humidity of the air can be expressed in two ways such as , absolute humidity and relative humidity .",humidity air expressed way absolute humidity relative humidity
1307,1044,Cereals - Cereals are the rich sources of calorie because they contain large amount of starch .,cereal cereal rich source calorie large starch
1308,1832,"Paithan , Karle , Kanheri , Junnar and Nasik of Maharastra , Dhanyaketa of Andhrapradesh and Vyjayanthi of Uttara Kannda district were the main centres of trade .",paithan karle kanheri junnar nasik maharastra dhanyaketa andhrapradesh vyjayanthi uttara kannda district main centre trade
1309,1691,Armed forces of member states including India are part of the peace keeping force deployed in Congo now .,armed force member state including india peace keeping force deployed congo
1310,1403,"( If combustion takes place , mark the substance as combustible , otherwise , mark it as non-combustible .",combustion take place mark substance combustible mark noncombustible
1311,877,Activity . : Draw a circle on the oor make a person A to stand on the circumference and you stand at the centre facing A. Let A rotate on his feet and also come around you on the circumference once .,activity draw circle oor person stand circumference stand centre facing rotate his foot circumference
1312,1615,The following two laws of chemical combination were established after much experimentations by Lavoisier and Joseph L. Proust.,law chemical combination established experimentation lavoisier joseph proust
1313,1296,. In what ways were the maps prepared by the British different from the one made by Ptolemy or Idrisi? AS,way map prepared british ptolemy idrisi
1314,1472,"Due to this , fountain water is called mineral water too .",fountain water called mineral water
1315,1814,Let's think of another example of baking a cake. Imagine you have just finished baking a cake in the oven at C.,baking cake imagine finished baking cake oven
1316,177,"RELATIoNSHIP BETwEEN MAN AND MICRoBES Balances , uses imbalances and All existing things in the world and theuniversearounditmadeupoffive basicelements , theearth , water , fire , - air and space .",relationship man microbe balance imbalance existing thing theuniversearounditmadeupoffive basicelements theearth water air space
1317,778,He allocates the portfolios of the ministers .,he allocates portfolio minister
1318,1525,The new religions became a ray of hope in the changed circumstances .,religion ray hope changed circumstance
1319,817,The Gond Patla too had to occasionally defend the village from outsiders at such times all the villagers would get together and fight on behalf of the village. We also saw that he met the expenses of entertaining guests and holding festivals from the extra income he got from the one day labour of the villagers on his fields. But such income was far too little for a tribal headman to become rich or powerful. The ordinary people of the tribe would only support the headman or obey his commands if they were convinced that it was in the interest of all.,gond patla occasionally defend village outsider time villager fight behalf village he met expense entertaining guest holding festival extra income he day labour villager his field income tribal headman rich powerful ordinary people tribe support headman obey his command convinced
1320,842,"After the death of Mallasarja , she fought bravely against the British and she has been called a brave woman .",death mallasarja she fought bravely british she called brave woman
1321,355,"But, What is there in bigness Are you not the slave of man who is smaller than you?",bigness slave man smaller
1322,89,To which class does man belong ?,class man belong
1323,219,He holds the decorated bow along with two slender wooden rods called veesukol .,he hold decorated bow slender wooden rod called veesukol
1324,1367,Water is a very good re extinguisher .,water good extinguisher
1325,440,He can only change the form or shape or the place of a material given by nature and thereby create new utility on it .,he change form shape place material nature create utility
1326,732,"Location : Voluntary muscles remain attached with the skeletal system as muscles of - hand , and feet of man .",location voluntary muscle remain attached skeletal muscle hand foot man
1327,324,Using an accurate balance the learner accurately measures the correct mass of the NaOH pellets. To the pellets he now adds exactly of pure water. Will his solution have the correct concentration? Explain your answer.,accurate balance learner accurately measure correct mass naoh pellet pellet he add pure water his solution correct concentration explain answer
1328,1309,"On the eighth day , Durgadevi is worshipped , and on the ninth day , all weapons , vehicles , machines are cleaned and wor - shipped .",eighth day durgadevi worshipped ninth day weapon vehicle machine cleaned wor shipped
1329,1551,"When we touch ice , we feel cold .",touch ice feel cold
1330,988,To develop a sense of humanity among the children is also a responsibility of a housewife .,develop sense humanity child responsibility housewife
1331,1591,"Dwarkanath Tagore believed that India would develop through westernisation and industrialisation. He invested in shipping, shipbuilding, mining, banking, plantations",dwarkanath tagore believed india develop westernisation industrialisation he invested shipping shipbuilding mining banking plantation
1332,80,"Look carefully at the painting and identify the objects which are political symbols you saw in Box (broken chain, red cap, fasces, Charter of the Declaration of Rights). The pyramid stands for equality, often represented by a triangle. Use the symbols to interpret the painting. Describe your impressions of the female figure of liberty.",carefully painting identify object political symbol box broken chain red cap fasces charter declaration right pyramid stand equality represented triangle symbol interpret painting impression female figure liberty
1333,163,If man wears beautiful designed clean clothes he feels happy .,man wear beautiful designed clean clothes he feel happy
1334,1647,Place the porcelain basin on a wire gauge or a sand bath and heat it gently .,place porcelain basin wire gauge sand bath heat gently
1335,248,Everybody gets recognition according to his rank by wearing office dress .,recognition his rank wearing office dress
1336,369,So the work becomes monotonous and unattractive to him .,work monotonous unattractive him
1337,808,Raider has to start chanting Kabaddi from his court in one breath .,raider start chanting kabaddi his court breath
1338,1945,b ) Graph recorded data to show daily and seasonal patterns in weather .,graph recorded data daily seasonal pattern weather
1339,330,"If the speed of a sprinter is ms- , calculate the time taken by him to run a distance of m. Use this magic triangle to nd the formula for terms D and t .",speed sprinter m calculate time him distance magic triangle formula term
